대학명,전형명,모집군,모집단위,모집인원,,,경쟁률,충원순위,최종등록자 대학별환산,,,"최종등록자 50%학생 과목별 백분위(영어,한국사는 등급 표기)",,,,,,"최종등록자 70%학생 과목별 백분위(영어,한국사는 등급 표기)",,,,,,최종등록자 수학 선택과목 응시 비율(%),,,반영영역 평균백분위,,반영영역 평균등급,
,,,,최초(A),이월(B),최종(A+B),,,"최종등록자
(50%cut)","최종등록자
(70%cut)",총점(수능),국어,수학,탐구1,탐구2,영어,한국사,국어,수학,탐구1,탐구2,영어,한국사,확률과통계,미적분,기하,"최종등록자
덕성여대,수능100%전형,가,자유전공학부,100,9,109,4.76,92,883,876.5,1000,85,59,88,64,3,2,67,57,95,71,2,3,73.1,26.9,,,,,
덕성여대,수능100%전형,가,가상현실융합학과,15,,15,4.8,4,882.5,879.5,1000,70,63,95,93,3,1,74,78,85,75,2,5,60,40,,,,,
덕성여대,수능100%전형,가,데이터사이언스학과,15,,15,7.4,14,891,888.5,1000,67,78,92,71,3,2,75,87,78,68,2,3,46.7,40,13.3,,,,
덕성여대,수능100%전형,가,AI신약학과,15,1,16,4.38,6,924,921,1000,88,59,96,56,2,2,65,87,94,75,2,4,,93.8,6.2,,,,
덕성여대,수능100%전형,나,글로벌융합대학(인문사회),149,4,153,4.46,115,891,885.5,1000,77,62,94,46,3,3,68,57,97,85,2,4,82.3,17,0.7,,,,
덕성여대,수능100%전형,나,글로벌융합대학(유아교육과),15,1,16,3.5,12,885,879.5,1000,77,63,92,71,3,1,93,48,80,59,3,2,68.7,31.3,,,,,
동국대,일반전형,가,문화유산학과,2,3,5,7.6,5,,675.375,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,중어중문학과,14,0,14,5.93,8,,677.975,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,화학과,12,1,13,5.08,12,,683.41,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,행정학전공,15,1,16,5.13,11,,679.625,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,북한학전공,4,1,5,7.75,3,,678.613,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,경제학과,40,2,42,5.1,42,,681.1,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,국제통상학과,26,0,26,4.92,16,,679.738,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,미디어커뮤니케이션학전공,19,1,20,5.05,14,,681.175,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,식품산업관리학과,10,0,10,6.1,4,,679.538,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,사회복지학과,4,0,4,6.75,2,,678.663,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,경영정보학과,23,0,23,4.3,25,,681.25,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,바이오환경과학과,9,1,10,9.2,8,,681.549,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,생명과학과,8,1,9,6.75,9,,682.393,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,전자전기공학부,66,1,67,4.9,46,,693.069,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,기계로봇에너지공학과,39,0,39,5.46,33,,691.154,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,건축공학부,18,0,18,7.06,10,,689.758,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,산업시스템공학과,27,0,27,5.07,21,,687.366,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,에너지신소재공학과,14,0,14,8.43,9,,692.152,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,교육학과,12,1,13,4.31,13,,678.175,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,국어교육과,13,1,14,5.07,9,,678.438,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,역사교육과,12,0,12,5.08,8,,678.75,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,지리교육과,12,1,13,4.15,2,,677.888,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,수학교육과,12,0,12,8.67,7,,688.937,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,가정교육과,13,0,13,5.31,6,,680.187,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,체육교육과,13,0,13,6.31,2,,368.453,600,,,,,,,,,,,,,,,,,,,
동국대,일반전형,가,영화영상학과,14,1,15,3.71,3,,681.338,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,불교학부,18,13,31,3.79,24,,671.663,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,국어국문·문예창작학부,15,0,15,7.27,10,,678.275,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,영어영문학부,38,1,39,5.64,25,,678.575,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,일본학과,10,0,10,6.1,4,,678.375,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,철학과,4,0,4,8.25,3,,680.325,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,사학과,10,0,10,5.6,10,,678.763,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,수학과,10,0,10,6.5,10,,685.583,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,통계학과,14,0,14,5,6,,687.016,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,법학과,48,1,49,4.16,24,,680.075,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,정치외교학전공,13,0,13,5.77,7,,680.113,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,사회학전공,8,0,8,5.63,4,,678.238,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,광고홍보학과,18,0,18,4.56,15,,679.688,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,경영학과,41,1,42,3.64,27,,681.088,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,회계학과,34,0,34,4.15,9,,681.475,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,식품생명공학과,14,0,14,5.93,6,,687.117,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,의생명공학과,9,0,9,8.78,9,,687.9,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,정보통신공학과,30,2,32,6.34,31,,691.152,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,건설환경공학과,14,0,14,6.07,7,,689.106,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,화공생물공학과,24,1,25,4.72,12,,691.807,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,컴퓨터·AI학부(인문),7,0,7,6.71,6,,689.816,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,컴퓨터·AI학부(자연),74,1,75,4.54,85,,692.723,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,조소전공,15,0,15,8.6,5,,347.892,600,,,,,,,,,,,,,,,,,,,
동국대,일반전형,나,약학과,10,0,10,8.5,5,,730.17,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,다,물리학과,8,1,9,7.67,20,,688.184,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,다,경찰행정학부,23,0,23,8.61,51,,685,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,다,바이오시스템대학(광역화),25,0,25,8.72,46,,688.27,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,다,시스템반도체학부,24,0,24,7.88,69,,695.88,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,다,열린전공학부(인문),69,1,70,10.14,261,,683.65,1000,,,,,,,,,,,,,,,,,,,
동국대,일반전형,다,열린전공학부(자연),60,0,60,9.02,227,,691.643,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,가,불교학전공,,,7,4.3,11,,455,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,가,불교문화콘텐츠전공,,,5,5.2,7,,609,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,가,명상심리상담학과,,,5,3,10,,630,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,가,전자·정보통신공학과,,,16,3.6,27,,655,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,가,에너지·전기공학과,,,27,3.7,36,,600,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,가,안전보건전공,,,16,3.4,22,,469,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,가,소방방재전공,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,가,자동차소재부품공학전공,,,16,5.9,22,,624,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,가,컴퓨터공학과,,,20,4.2,31,,679,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,가,웹문예학과,,,3,5,2,,589,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,가,국사학과,,,10,5.3,27,,600,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,가,고고미술사학과,,,17,2.5,14,,609,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,가,영어영문학과,,,25,3.4,45,,590,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,가,일어일문학과,,,2,6,10,,464,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,가,중어중문학과,,,23,3.1,45,,534,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,바이오제약공학과,,,12,6.1,47,,660,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,조경·정원디자인학부,,,15,3.1,31,,565,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,행정·경찰공공학부,,,6,8,14,,750,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,사회복지학과,,,36,2.3,48,,540,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,아동청소년교육학과,,,14,2.6,23,,444,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,항공서비스무역학과,,,36,2.9,47,,519,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,경영학과,,,22,3.5,43,,599,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,회계세무학과,,,14,3.6,19,,669,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,정보경영학과,,,19,4.4,19,,629,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,호텔관광경영학전공,,,34,4,49,,574,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,조리외식경영학전공,,,4,4,2,,680,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,유아교육과,,,9,2.6,14,,590,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,가정교육과,,,14,2.7,23,,444,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,수학교육과,,,11,3.8,23,,670,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,보건의료정보학과,,,6,3.2,13,,720,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,뷰티메디컬학과,,,4,2.3,5,,539,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,한의예과(유형Ⅰ),,,10,25.2,30,,984,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,한의예과(유형Ⅱ),,,2,46,24,,994,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,의예과,,,14,17.9,37,,991,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,간호학과,,,21,5,39,,785,1000,,,,,,,,,,,,,,,,,,,
동국대(WISE),수능전형,다,글로컬인재학부,,,51,3.3,59,,564,1000,,,,,,,,,,,,,,,,,,,
동덕여대,수능우수자전형,가,자율전공학부,93,,93,6.8,100,793,785,1000,65,87,66,51,2,1,74,76,52,85,4,5,27,72,1,,,,
동덕여대,수능우수자전형,나,국어국문학전공,6,,6,8.5,6,789,756,1000,74,54,84,80,2,2,72,52,95,64,4,1,71,29,,,,,
동덕여대,수능우수자전형,나,국사학전공,8,3,11,9.2,8,808,805,1000,83,66,59,68,2,1,86,52,85,64,3,2,91,9,,,,,
동덕여대,수능우수자전형,나,문예창작전공,7,1,8,7.6,7,803,802,1000,70,70,90,61,3,3,92,47,93,73,4,4,89,11,,,,,
동덕여대,수능우수자전형,나,영어전공,6,4,10,7.1,13,812,799,1000,79,57,69,85,2,1,80,57,77,51,2,2,50,30,20,,,,
동덕여대,수능우수자전형,나,일어일본학전공,6,,6,5.8,6,802,801,1000,83,52,88,63,3,1,80,59,77,85,3,3,33,67,,,,,
동덕여대,수능우수자전형,나,유러피언스터디즈전공,8,,8,6.8,8,809,803,1000,82,70,66,55,2,1,72,63,85,59,2,3,67,33,,,,,
동덕여대,수능우수자전형,나,중어중국학전공,8,,8,9.1,13,812,811,1000,75,74,68,74,2,3,68,70,88,85,2,5,75,25,,,,,
동덕여대,수능우수자전형,나,식품영양학전공,4,1,5,7.6,9,730,725.5,1000,51,66,81,80,2,1,58,68,66,67,2,3,17,83,,,,,
동덕여대,수능우수자전형,나,보건관리학전공,4,,4,9.3,5,832.5,832.5,1000,89,81,81,59,4,1,89,81,81,59,4,1,,100,,,,,
동덕여대,수능우수자전형,나,응용화학전공,4,,4,9.5,11,783.5,781.5,1000,58,87,45,75,3,3,72,66,88,68,3,2,,100,,,,,
동덕여대,수능우수자전형,나,화장품학전공,8,1,9,6.8,4,809.5,795.5,1000,74,74,46,80,2,4,72,76,71,80,3,4,22,78,,,,,
동덕여대,수능우수자전형,나,컴퓨터학전공,14,7,21,7.7,23,801.5,798.5,1000,83,81,65,88,5,3,54,87,80,57,2,2,,100,,,,,
동덕여대,수능우수자전형,나,정보통계학전공,7,,7,8.4,15,787,771.5,1000,74,89,65,40,4,4,60,76,83,55,3,3,,100,,,,,
동덕여대,수능우수자전형,나,약학과,20,5,25,7.2,27,968,967.5,1000,98,95,90,98,1,1,99,95,94,91,1,2,,100,,,,,
동덕여대,수능우수자전형,나,인문사회문화학부,125,,125,5.6,129,782,775,1000,65,81,37,77,3,2,72,70,92,88,4,2,62,37,1,,,,
동덕여대,수능우수자전형,나,자연정보융합학부,43,,43,5.8,48,790.5,782,1000,61,92,55,67,3,3,82,74,64,54,3,2,5,90,5,,,,
동덕여대,수능우수자전형,다,문헌정보학전공,5,,5,10.4,4,830,816,1000,85,57,69,85,2,1,77,78,59,69,2,3,60,40,,,,,
동덕여대,수능우수자전형,다,사회복지학전공,5,,5,13.6,10,814,814,1000,75,59,83,90,2,2,85,54,80,66,2,3,60,40,,,,,
동덕여대,수능우수자전형,다,아동학전공,5,4,9,16.1,23,799,793,1000,82,59,72,63,2,1,85,45,59,74,1,1,60,20,20,,,,
동덕여대,수능우수자전형,다,경영융합학부,28,1,29,9.2,59,815,794,1000,72,78,85,59,3,5,67,76,74,84,3,2,65,28,7,,,,
동덕여대,수능우수자전형,다,큐레이터학전공,11,,11,10.1,23,824,808,1000,79,83,74,66,3,1,82,57,66,74,1,5,73,27,,,,,
동덕여대,수능우수자전형,다,커뮤니케이션콘텐츠전공,8,1,9,11.4,21,903.33,876.67,1000,85,11,93,95,3,7,92,41,80,89,4,2,78,11,,,,,
동덕여대,수능우수자전형,다,HCI사이언스전공,8,1,9,10,28,803.5,800,1000,74,74,77,71,2,3,82,74,84,71,4,3,11,89,,,,,
동덕여대,수능우수자전형,다,데이터사이언스전공,24,1,25,9.7,54,816,802.5,1000,83,81,69,54,3,2,70,81,38,71,2,5,,100,,,,,
동덕여대,수능우수자전형,다,문화예술경영전공,8,,8,11.5,19,900,873.33,1000,89,11,90,90,3,1,75,50,90,85,2,4,70,10,,,,,
동덕여대,수능우수자전형,다,글로벌MICE융합전공,8,,8,10.6,14,810,810,1000,83,70,74,65,3,3,79,66,74,75,2,1,87,13,,,,,
동덕여대,수능우수자전형,다,앙트러프러너십전공,5,,5,18.2,12,873,861,1000,88,68,50,61,1,1,75,76,74,59,2,1,40,60,,,,,
동명대,일반전형,가,언어치료청각재활학과,1,6,7,5.29,8,365,319,635,51,35,30,46,3,,33,8,35,63,5,,75,25,0,,,,
동명대,일반전형,가,"건축학과(4년,5년)",1,9,10,2.3,8,375,347,635,44,54,41,38,3,,60,29,4,31,4,,12.5,75,12.5,,,,
동명대,일반전형,가,엔터테인먼트예술학과,1,7,8,4,1,363,300,635,51,40,25,17,3,,10,11,32,25,8,,100,0,0,,,,
동명대,일반전형,나,유아교육과,1,8,9,1.33,2,331,331,635,42,23,63,32,5,,42,23,63,32,5,,100,0,0,,,,
동명대,일반전형,나,패션디자인학과,2,10,12,2.2,9,301,301,635,26,40,12,8,8,,14,8,39,2,5,,62.5,37.5,0,,,,
동명대,일반전형,나,미디어커뮤니케이션학과,2,17,19,1.6,2,337,335,635,47,29,56,41,5,,31,30,37,16,4,,80,20,0,,,,
동명대,일반전형,나,광고홍보학과,1,11,12,1.92,5,329,321,635,27,33,56,8,5,,44,25,50,27,6,,66.67,33.33,0,,,,
동명대,일반전형,나,글로벌문화콘텐츠학과,2,9,13,2.69,15,333,317,635,20,48,39,23,5,,36,11,9,43,5,,80,20,0,,,,
동명대,일반전형,다,간호학과,5,4,9,7,17,404,400,635,63,59,89,54,3,,68,52,25,52,2,,33.33,55.56,11.11,,,,
동명대,일반전형,다,응급구조학과,1,2,3,6.33,3,365,360,635,54,63,33,40,5,,26,76,25,31,4,,33.33,66.67,0,,,,
동명대,일반전형,다,스포츠재활학과,2,2,4,5.75,5,345,339,635,52,26,21,37,4,,33,11,50,55,3,,100,0,0,,,,
동명대,일반전형,다,상담·임상심리학과,1,0,1,8,1,342,342,635,37,32,71,71,5,,37,32,71,71,5,,100,0,0,,,,
동명대,일반전형,다,사회복지학과,1,4,5,4.4,8,301,301,635,27,4,29,23,5,,17,0,43,4,5,,60,20,20,,,,
동명대,일반전형,다,반려동물대학,0,2,2,2.5,1,340,340,635,22,52,34,45,5,,22,52,34,45,5,,0,100,0,,,,
동명대,일반전형,다,반려동물보건학과,1,2,3,2,2,356,354,635,22,70,62,40,5,,39,56,41,45,5,,50,50,0,,,,
동명대,일반전형,다,뷰티예술대학,0,2,2,4,1,349,310,635,40,30,58,61,4,,16,18,43,21,6,,50,50,0,,,,
동명대,일반전형,다,ICT융합대학,0,118,118,1.91,7,330,307,635,30,16,38,37,3,,8,40,19,12,5,,40,50,10,,,,
동명대,일반전형,다,건축공학과,1,13,14,1.5,6,331,325,635,29,38,7,42,5,,27,18,43,23,4,,50,33.33,16.67,,,,
동명대,일반전형,다,실내건축학과,1,0,1,10,2,369,369,635,74,34,38,54,4,,74,34,38,54,4,,0,100,0,,,,
동명대,일반전형,다,경영대학,0,36,36,1.44,16,332,322,635,42,30,47,21,5,,21,45,5,13,5,,37.5,62.5,0,,,,
동서대,일반전형,가,영화과,1,1,2,8,1,646.25,646.25,1000,65,34,85,23,4,,65,34,85,23,4,,,,,,,,
동서대,일반전형,가,디자인학부,2,1,3,3.67,2,651.25,651.25,1000,80,32.5,80,78,4,,80,32.5,80,78,4,,,,,,,,
동서대,일반전형,가,패션디자인학과,1,0,1,5,1,627.5,627.5,1000,40,39,77,71,4,,40,39,77,71,4,,,,,,,,
동서대,일반전형,가,광고홍보학과,3,18,21,18,14,607.5,597.5,1000,44,47.9,47.1,44.2,4.2,,48.86,42.64,43.79,41.5,4.21,,,,,,,,
동서대,일반전형,가,방송영상학과,3,0,3,4.33,2,638.75,638.75,1000,57,46,56,68,4,,57,46,56,68,4,,,,,,,,
동서대,일반전형,가,컴퓨터공학부,1,91,92,1.74,39,570,547.5,1000,34.04,47.21,35.04,33.56,4.75,,31.18,43.49,30.77,29.13,4.85,,,,,,,,
동서대,일반전형,가,글로벌관광대학,1,84,85,1.69,33,542.5,521.25,1000,34.5,19.21,41.83,39.42,4.92,,30.45,18.55,37.27,33.52,5.18,,,,,,,,
동서대,일반전형,가,보건행정학과,1,11,12,1.92,5,573.75,541.25,1000,45.5,46,26.75,40.5,4.5,,40.8,42,24.6,34,4.6,,,,,,,,
동서대,일반전형,가,임상병리학과,1,4,5,3.4,4,643.75,643.75,1000,57,60.67,38.67,59.67,3.67,,53.75,59.75,46.25,61.5,3.75,,,,,,,,
동서대,일반전형,가,간호학과,5,1,6,5.5,4,668.75,666.25,1000,69.67,57,82.33,40.67,3.33,,68,58.5,80.5,39.75,3.25,,,,,,,,
동서대,일반전형,가,치위생학과,2,3,5,8.1,4,638.75,633.75,1000,52,52,33.67,61,5,,59.75,45.25,41.75,49.5,4.75,,,,,,,,
동서대,일반전형,가,방사선학과,2,0,2,10,1,675,675,1000,72,74,66,31,2,,72,74,66,31,2,,,,,,,,
동서대,일반전형,가,경영학부,1,37,38,2.68,21,563.75,550,1000,41.6,43,51.53,43.33,4.67,,36.33,38.24,46.19,37.67,4.95,,,,,,,,
동서대,일반전형,가,경찰학과,2,4,6,4.17,4,638.75,631.25,1000,61.67,44.33,42.67,67.33,4,,60.25,45.25,44.5,64.25,4.25,,,,,,,,
동서대,일반전형,가,뮤지컬엔터테인먼트과,1,1,2,3.5,1,119,119,200,17,1,44,11,6,,17,1,44,11,6,,,,,,,,
동서대,일반전형,가,연기과,1,4,5,3.2,4,118,107.67,200,25.33,15.67,28.67,37,7,,20,12.5,24.5,32.25,7.25,,,,,,,,
동서대,일반전형,가,디자인학부,14,8,22,2.73,14,127.67,120,200,36.5,13.5,43.2,45.2,4.4,,34.57,13.18,41.71,41.14,4.57,,,,,,,,
동서대,일반전형,가,패션디자인학과,3,3,6,1.67,4,133,128,200,30.67,9.33,48.33,38,5.33,,33,9.33,54.25,46.25,5,,,,,,,,
동서대,일반전형,가,디지털콘텐츠학부,8,3,11,4.09,8,126.33,116,200,34.67,13.4,42.17,39.5,5.17,,29.5,11.33,42.71,39.14,5.63,,,,,,,,
동서대,일반전형,가,운동처방학과,3,5,8,5.75,6,125,123.67,200,20.25,7.25,24.5,39.25,5,,25,8.17,22,35.67,4.83,,,,,,,,
동서대,일반전형,나,캠퍼스아시아학과,1,3,4,2.5,3,603.75,590,1000,40.5,58,31,15.5,4,,34.67,51.33,38,11.33,4.33,,,,,,,,
동서대,일반전형,나,작업치료학과,2,4,6,3.33,3,622.5,601.25,1000,47.5,54,52,32.5,4,,46.33,49.33,48.67,29.33,4,,,,,,,,
동서대,일반전형,나,사회복지학부,1,35,36,1.67,11,563.75,548.75,1000,35.5,34.25,43.13,31.63,4.75,,32.73,29.91,38.73,30.09,5,,,,,,,,
동서대,일반전형,나,자유전공학부,1,20,21,2.95,14,587.5,577.5,1000,47.6,39.5,41,38.1,3.8,,45.29,36.29,38.07,39.43,4.14,,,,,,,,
동서대,일반전형,나,체육학과,4,2,6,7.17,4,131.67,130.67,200,26,22.33,46.33,38.33,6,,28,25.75,54,38,5.5,,,,,,,,
동서대,일반전형,다,건축학과,1,6,7,8,4,627.5,625,1000,56.33,52,57,49.67,4,,55.25,49.25,56.5,47.75,4,,,,,,,,
동서대,일반전형,다,디지털금융학과,3,11,14,1.57,6,618.75,571.25,1000,48,55.2,49,52.2,3.6,,44.33,51,42.83,50.33,3.83,,,,,,,,
동서대,일반전형,다,스마트모빌리티학부,1,33,34,2.21,18,573.75,558.75,1000,41.54,53.92,30,35.69,5.08,,38.06,49.67,25.94,31.39,5.06,,,,,,,,
동서대,일반전형,다,건축공학과,1,14,15,1.87,7,595,571.25,1000,38,46.2,38.2,40.4,4.4,,35.43,46.29,31.43,36.57,4.57,,,,,,,,
동서대,일반전형,다,식품영양학과,1,5,6,5.67,4,618.75,611.25,1000,33.33,64.67,41.33,56,4.33,,32.5,68.75,39.25,49.75,4.5,,,,,,,,
동서대,일반전형,다,국제통상물류학부,1,31,32,2.69,15,570,563.7,1000,36.91,30.45,39.82,46.82,4.55,,32.67,29.2,39.27,44.8,4.47,,,,,,,,
동신대,일반전형,가,한의예과,10,1,11,16.09,14,998.25,996.38,1000,98,98,81,98,1,1,97,99,97,80,1,1,0,90.9,9.1,,,,
동신대,일반전형,가,간호학과,0,7,7,4,14,623.38,610.63,1000,49,59,53,68,4,4,61,45,55,26,4,2,28.6,57.1,14.3,,,,
동신대,일반전형,가,물리치료학과,0,3,3,3.67,1,650,640,1000,58,46,80,78,4,2,49,39,90,59,4,1,100,0,0,,,,
동신대,일반전형,다,건축학과,0,20,20,0.8,0,400,400,800,,,,,,,,,,,,,100,0,0,,,,
동신대,일반전형,다,산림조경학과,0,13,13,0.31,0,646.15,646.15,800,68,47,41,51,5,1,68,47,41,51,5,1,50,50,0,,,,
동신대,일반전형,다,토목환경공학과,0,20,20,0.65,0,400,400,800,,,,,,,,,,,,,50,25,25,,,,
동신대,일반전형,다,컴퓨터학과,0,26,26,0.35,0,400,400,800,,,,,,,,,,,,,50,50,0,,,,
동신대,일반전형,다,디지털콘텐츠학과,0,17,17,0.35,0,400,400,800,,,,,,,,,,,,,,,,,,,
동신대,일반전형,다,전기공학과,0,29,29,0.72,0,545.5,400,800,18,30,17,40,6,5,,,,,,,42.9,57.1,0,,,,
동신대,일반전형,다,응급구조학과,0,15,15,1.53,0,515.2,515.2,800,12,32,9,4,6,5,12,32,9,4,6,5,100,0,0,,,,
동신대,일반전형,다,방사선학과,0,2,2,5,2,618,618,800,40,14,90,84,4,2,40,14,90,84,4,2,100,0,0,,,,
동신대,일반전형,다,작업치료학과,0,20,20,0.25,0,601,601,800,42,39,48,50,5,3,42,39,48,50,5,3,100,0,0,,,,
동신대,일반전형,다,안경광학과,0,13,13,0.38,0,400,400,800,,,,,,,,,,,,,,,,,,,
동신대,일반전형,다,보건행정학과,0,19,19,0.16,0,581.4,581.4,800,,,,,,,,,,,,,100,0,0,,,,
동신대,일반전형,다,언어치료학과,0,9,9,0.67,0,400,400,800,,,,,,,,,,,,,,,,,,,
동신대,일반전형,다,식품영양학과,0,5,5,0.6,0,501,501,800,22,3,35,5,8,5,22,3,35,5,8,5,100,0,0,,,,
동신대,일반전형,다,스포츠의학과,0,17,17,0.47,0,573.25,567.15,800,44,21,53,59,6,6,30,43,40,9,6,6,40,40,20,,,,
동신대,일반전형,다,뷰티미용학과,0,12,12,0.33,0,400,400,800,,,,,,,,,,,,,,,,,,,
동신대,일반전형,다,사회복지학과,0,20,20,0.6,0,488.6,400,800,3,32,0,0,7,6,,,,,,,25,50,25,,,,
동신대,일반전형,다,상담심리학과,0,19,19,0.58,0,400,400,800,,,,,,,,,,,,,,,,,,,
동신대,일반전형,다,국제한국어학과,0,5,5,1.4,1,400,400,800,,,,,,,,,,,,,,,,,,,
동신대,일반전형,다,경찰행정학과,0,14,14,0.93,0,492.2,400,800,14,11,4,1,5,7,,,,,,,33.3,66.7,0,,,,
동신대,일반전형,다,소방안전학과,0,17,17,0.24,0,637.95,546,800,52,59,38,45,4,3,24,18,35,11,4,6,50,50,0,,,,
